config,question,chunking,retrieval,llm,embedding,answer,generation_time,top_retrieval_scores,avg_retrieval_score,retrieved_chunks,context_overlap,answer_relevance,precision_at_k,recall,mrr
gemma3+tfidf,How can I signal for rescue?,sentence,tfidf,gemma3,none,"Right, let’s get you out of this situation. Signaling for rescue is absolutely critical, and it’s about maximizing every opportunity. 

First, make yourself visible. Raise any reflective material – an oar, a piece of foil, anything – as high as you can. It’s about catching the light and drawing attention. 

If you have a flag, use it! Get it up, let it wave. 

And don't forget the radio. Familiarize yourself with the operating instructions, and only use it when you believe there’s a good chance of contact – when you hear or see aircraft. 

Keep your spirits up, and keep signaling. That's what matters.",6.1202521324157715,"[0.22407801866670252, 0.17294369799766557, 0.16668456096496673]",0.1879020925431116,"['FM3-05-70_sent_562', 'FM3-05-70_sent_180', 'FM3-05-70_sent_502']",0.5918367346938775,0.0,0.1879020925431116,0.1879020925431116,0.22407801866670252
gemma3+tfidf,What should I do if I get lost in the wilderness?,page,tfidf,gemma3,none,"(Adjusts my pack, takes a deep breath)

Right, getting lost – it’s a primal fear, but it’s not a sentence. The first thing you do, and this is absolutely critical, is to stop. Panic burns energy, clouds your judgment. 

Now, observe. Really *look* at your surroundings. How are the locals living? What are they eating? Where are they finding water? Mimic their routines, their methods. It’s about understanding the landscape, understanding the rhythm of life here. 

Don't waste energy trying to retrace your steps immediately. Focus on securing the basics: shelter, water, and a signal.  Remember, survival isn’t about brute force, it’s about intelligent adaptation.  Keep calm, observe, and act.",6.930067539215088,"[0.11261521815622928, 0.10980485677691404, 0.0990303822086284]",0.10715015238059057,"['FM3-05-70_page_13', 'FM21-76_page_5', 'FM3-05-70_page_10']",0.5333333333333333,0.0,0.10715015238059057,0.10715015238059057,0.11261521815622928
gemma3+tfidf,What should I do if I get lost in the wilderness?,fixed_size,tfidf,gemma3,none,"Right, let’s get you out of this. First, stop. Panic is your enemy. Take a deep breath and assess. You need to understand the land around you – *really* understand it. 

Listen. The wilderness speaks in rhythms. Animal movements, bird calls, insect sounds – they all tell a story. Figure out the patterns. What’s the tempo of this place? 

Then, you need to prioritize. You’re a creature of comfort, I get it. But survival demands a shift. You need to *value* life above all else. 

Observe the animals. They're instinctively seeking food, water, and shelter. Mimic their behaviour. It’s a key to your survival. Don’t just sit there, *do*.",6.712092876434326,"[0.16740297284481895, 0.1292556563109062, 0.12890479101105845]",0.14185447338892787,"['FM3-05-70_fixed_1', 'FM3-05-70_fixed_6', 'FM3-05-70_fixed_7']",0.5436893203883495,0.0,0.14185447338892787,0.14185447338892787,0.16740297284481895
gemma3+tfidf,What should I do if I get lost in the wilderness?,sentence,tfidf,gemma3,none,"Right, let’s get you sorted. Getting lost is a terrifying situation, but panic is your enemy. The first thing is, accept it. Don’t dwell on *how* you got lost, focus on *what* you’re going to do. 

You need to establish a routine. Water is absolutely critical – find a source and ration it carefully. Then, build a shelter, something simple to protect you from the elements. 

Check yourself thoroughly. Any cuts, scrapes – treat them immediately. Don’t ignore them. 

Observe your surroundings. What animals are you seeing? They’re giving you clues about water sources and potential food. 

Most importantly, maintain a positive mental attitude. Stubbornness, a refusal to give in to the challenges, is what’s going to see you through. Now, let's get moving.",7.395839214324951,"[0.16000603789290543, 0.12440703801894569, 0.11933129710615091]",0.13458145767266735,"['FM21-76_sent_7', 'FM3-05-70_sent_2', 'FM3-05-70_sent_9']",0.5254237288135594,0.0,0.13458145767266735,0.13458145767266735,0.16000603789290543
gemma3+tfidf,How do I treat a broken bone in the wilderness?,page,tfidf,gemma3,none,"Right, let’s talk about dealing with a broken bone out here. It’s a serious situation, and quick, decisive action is key. 

First, assess the injury. You've got two types – a ‘closed’ fracture where the bone is broken but not protruding, and an ‘open’ fracture where it’s broken and exposed through the skin. An open fracture needs immediate attention; you'll need to treat it like any severe wound – cleaning it thoroughly with whatever clean water you can find, and covering it to prevent infection. 

For a closed fracture, stabilization is paramount. Splint the limb firmly, using branches, bark, or anything you can find to immobilize the area. Then, focus on keeping the injured person warm and comfortable. Remember, slow and steady wins the race when it comes to serious injuries.",7.205979108810425,"[0.19517880879865124, 0.17274779635378054, 0.16053958495210896]",0.1761553967015136,"['FM21-76_page_27', 'FM21-76_page_123', 'FM3-05-70_page_48']",0.5748031496062992,0.0,0.1761553967015136,0.1761553967015136,0.19517880879865124
gemma3+tfidf,How do I treat a broken bone in the wilderness?,fixed_size,tfidf,gemma3,none,"Right, let’s get this sorted. A broken bone in the wild – it’s a serious situation, but we can manage it. 

First, assess the injury. Is it an open fracture – bone poking through the skin? If so, that’s critical. We need to stop the bleeding immediately with pressure and a makeshift bandage. 

Next, stabilization is key. We’re going to build a splint – using branches, bark, anything we can find – to immobilize the limb. Wrap it tightly, but don't cut off circulation. 

If it’s a closed fracture, we’ll still build a splint, focusing on support. 

Keep the injured area elevated, lower than your head, to reduce swelling. And most importantly, get it out of the weather. 

Now, let's get moving and get you safe.",7.537458658218384,"[0.17085741475540206, 0.16610016791975318, 0.15517780674298048]",0.16404512980604524,"['FM21-76_fixed_282', 'FM3-05-70_fixed_327', 'FM21-76_fixed_71']",0.4661016949152542,0.0,0.16404512980604524,0.16404512980604524,0.17085741475540206
gemma3+tfidf,How do I treat a broken bone in the wilderness?,sentence,tfidf,gemma3,none,"Right, let’s get this sorted. If you’ve got a suspected broken bone, your immediate priority is stabilization. Don't try to move the injured person unless absolutely necessary. 

First, assess the situation – is the injury obvious? If so, gently splint the limb *above and below* the suspected fracture. Use branches, bark, anything you can find to create a rigid support. Wrap it securely with cloth, bark strips, or even your clothing. 

Keep the injured area elevated, if possible, to reduce swelling. And most importantly, stay calm and assess the situation. You need to be methodical. 

Now, let’s get you out of this situation.",6.057831287384033,"[0.23098245606568582, 0.21564894784246316, 0.16392617387039307]",0.20351919259284734,"['FM3-05-70_sent_359', 'FM21-76_sent_266', 'FM21-76_sent_63']",0.36633663366336633,0.0,0.20351919259284734,0.20351919259284734,0.23098245606568582
gemma3+tfidf,What are the signs of hypothermia and how do I treat it?,page,tfidf,gemma3,none,"Right, let’s talk about staying alive when the cold starts to bite. Hypothermia is a serious threat, and you need to recognize it fast. The first sign is often confusion, disorientation – you might not realize you’re struggling. Shivering is a classic, but don’t rely on that alone, it can mask other symptoms. You’ll likely have slurred speech, stiff muscles, and a dangerously low body temperature. 

The key is immediate action. Get the person into a sheltered spot, away from wind. Remove any wet clothing and wrap them in anything warm you have – blankets, dry clothes, even your own body heat if necessary. A warm, moist compress directly on the wound, changed frequently, can help. And crucially, keep them hydrated – water is vital to maintain your core temperature. Don’t delay, every minute counts.",7.332815885543823,"[0.12143310484084699, 0.11956181151227466, 0.08756119583142916]",0.10951870406151694,"['FM3-05-70_page_236', 'FM3-05-70_page_13', 'FM21-76_page_34']",0.5736434108527132,0.0,0.10951870406151694,0.10951870406151694,0.12143310484084699
gemma3+tfidf,What are the signs of hypothermia and how do I treat it?,fixed_size,tfidf,gemma3,none,"Right, let's talk about hypothermia – it’s a killer if you’re not careful. The first thing to recognize is the signs: shivering, confusion, slurred speech, drowsiness, and a visible lack of coordination. Your judgment will be going, and you'll be losing your ability to react.

Now, treatment is all about rapid heat loss reduction. Get the person into a sheltered area, away from wind. Next, remove any wet clothing – moisture is a huge factor. Then, focus on cooling the core. You can try dipping them in a cool stream if possible, or use cool water compresses, especially on the head, neck, armpits, and groin. 

Don't underestimate the importance of keeping them calm and hydrated. A little movement can actually increase heat loss, so try to keep them still. It's a race against time, so act decisively.",7.6562981605529785,"[0.13343742234012756, 0.12437344794524527, 0.11624276627279498]",0.12468454551938928,"['FM3-05-70_fixed_7', 'FM21-76_fixed_7', 'FM21-76_fixed_100']",0.47692307692307695,0.0,0.12468454551938928,0.12468454551938928,0.13343742234012756
gemma3+tfidf,What are the signs of hypothermia and how do I treat it?,sentence,tfidf,gemma3,none,"Right, let’s talk about hypothermia – a serious threat in any survival situation. It’s about your body losing heat faster than it can replace it. You need to recognize the signs quickly. 

Firstly, you’ll notice shivering – that’s your body desperately trying to generate heat. Confusion, slurred speech, and drowsiness are also key indicators. You might also see loss of coordination and a dull complexion. 

The immediate treatment is simple: Get out of the cold! Build a shelter, dry off, and insulate yourself. Layer clothing, share body heat with a buddy if possible, and start warming up with any available heat source. Don't delay – rapid cooling can quickly lead to a fatal outcome. Stay aware, stay calm, and act decisively.",6.680875301361084,"[0.13119046495966102, 0.11908766520902081, 0.11614283338315258]",0.1221403211839448,"['FM3-05-70_sent_78', 'FM21-76_sent_7', 'FM3-05-70_sent_445']",0.4298245614035088,0.0,0.1221403211839448,0.1221403211839448,0.13119046495966102
mistral+tfidf,How do I find water in the desert?,page,tfidf,mistral,none,"In the arid desert environment, finding water is crucial for survival. One resource you might encounter is the Pincushion cactus, a type of succulent plant found across much of the western United States and Central America. Although it appears prickly, these cacti can be a valuable source of hydration. Be cautious when approaching them as their spines may cause discomfort.

However, relying solely on cactus water might not sustain you for long periods. To ensure adequate hydration, look for rainwater catchment areas such as natural basins or man-made containers like old barrels or abandoned vehicles. Also, be aware of the mirage effect that can distort distant objects and make it challenging to estimate ranges accurately. To avoid heatstroke, seek high ground if possible, where there's less direct sunlight and cooler temperatures. Lastly, protect yourself from insects and snakes by wearing long sleeves, pants",15.346444606781006,"[0.2890160701707482, 0.19247509829289997, 0.17091055109888145]",0.21746723985417651,"['FM3-05-70_page_454', 'FM3-05-70_page_218', 'FM3-05-70_page_213']",0.5845070422535211,0.0,0.21746723985417651,0.21746723985417651,0.2890160701707482
mistral+tfidf,How do I find water in the desert?,fixed_size,tfidf,mistral,none,"In a desert survival situation, locating water is crucial due to the scant rainfall. Firstly, conserve the water you have as much as possible. Remember, high temperatures can lead to dehydration quickly.

Secondly, observe and memorize the terrain carefully. Look for trails that converge, as they often lead to water sources. Signs like campsites, fire pits, animal droppings, or trampled ground may indicate trails.

Lastly, keep an eye out for birds, particularly at dawn and sunset. Birds often circle over water holes, with their fast, low-flying movements signaling a potential water source nearby. Be patient and vigilant, as finding water in the desert can mean the difference between life and death.",9.059070587158203,"[0.1824746422684207, 0.18231191267656727, 0.1713758227822048]",0.17872079257573092,"['FM21-76_fixed_305', 'FM21-76_fixed_312', 'FM3-05-70_fixed_150']",0.6363636363636364,0.0,0.17872079257573092,0.17872079257573092,0.1824746422684207
mistral+tfidf,How do I find water in the desert?,sentence,tfidf,mistral,none,"In the arid landscape of a desert, finding water can be crucial for survival. Here are some tips:

1. Dig a hole near plants: Desert plants tend to have deep roots that may reach underground water sources. Try digging a small pit around plants like cacti or shrubs.

2. Follow animal tracks: Animals often know where the water is, so following their footprints could lead you to a water source.

3. Look for dew: Early morning dew can provide some hydration. Use clothing or containers to collect it.

4. Collect rainwater: If it rains during your journey, catch and store the rainwater in any available container. Boil it before drinking to ensure safety.

5. Melting snow: In colder desert regions, snow can be a potential water source. Gather some snow and melt it using a fire or sunlight.

6. Be cautious with",10.718284368515015,"[0.22733603690592116, 0.20078346259946706, 0.20021778999377]",0.20944576316638605,"['FM21-76_sent_302', 'FM3-05-70_sent_403', 'FM3-05-70_sent_829']",0.2923076923076923,0.0,0.20944576316638605,0.20944576316638608,0.22733603690592116
